BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_CAT,UTILIZATION,UTIL_CAT,PAYMENT_EFF,SPENDING_INTENSITY,TOTAL_TRX,LOG_PURCHASES,LOG_CASH_ADVANCE,Cluster
6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3.0,3.0,10500.0,1720.118876,2506.745366,0.0,12.0,High,0.6412212441904762,Medium,0.6859224621930774,0.04825639119287676,6.0,5.786743995370548,7.08215701747797,4
125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,11.0,1200.0,423.449696,196.301885,0.3,12.0,Low,0.10471704416666668,Low,2.146201978759605,5.0275361007906705,11.0,6.458009075556836,0.0,1
3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0.0,14.0,11000.0,8735.607835,17862.55831,0.0,12.0,High,0.31973651054545454,Medium,0.4890183514059356,0.15556116898699607,14.0,6.30678610536318,0.0,1
1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1.0,0.0,1800.0,351.500199,634.569311,0.0,12.0,High,0.9201948783333334,High,0.5530477839575864,0.0,1.0,0.0,4.6078103676392335,3
7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11.0,0.0,9000.0,1636.361601,1986.843608,0.0,11.0,High,0.8252307712222222,High,0.8231842758728735,0.0,11.0,0.0,9.090923194512087,4
4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7.0,41.0,5000.0,1617.894416,1541.141605,0.0,12.0,High,0.8094961656,High,1.0491218256186015,0.5880106887343274,48.0,7.775506815191631,7.43759551434736,4
6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12.0,2.0,9000.0,1237.111661,2049.408839,0.0,12.0,High,0.696602016,Medium,0.6033487748732826,0.03253371550591124,14.0,5.3230099791384085,7.981630740265749,4
1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6.0,6.0,7500.0,20071.07544,719.948985,0.333333,12.0,Medium,0.18821363066666666,Low,27.839799843812806,0.6818904710351477,12.0,6.871340226280088,8.728212804225999,4
663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3.0,0.0,1800.0,3067.05783,283.333445,0.166667,12.0,Medium,0.3685821166666667,Medium,10.78683455616697,0.0,3.0,0.0,8.050085822835518,3
784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11.0,27.0,3000.0,1262.309666,363.142736,0.111111,12.0,Medium,0.2616299206666667,Low,3.46652436312776,1.9424989022824297,38.0,7.331446609113647,7.691391768051934,3
4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4500.0,868.275275,1801.264841,0.0,12.0,High,0.9121579551111111,High,0.4817689693808991,0.04964304843372945,1.0,5.322131544647291,0.0,3
1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,378.294227,321.354137,0.0,12.0,Medium,0.9071615846666667,High,1.1735361317853972,0.0,1.0,0.0,7.3015438765324925,3
5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0.0,20.0,8500.0,1430.341501,1318.71492,0.0,12.0,High,0.625405364,Medium,1.0838261198107848,0.28690156275464046,20.0,7.330693505801399,0.0,1
2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2.0,5.0,2400.0,0.0,864.2065423050828,0.0,12.0,High,0.9342965358333334,High,0.0,0.1948012854064007,7.0,6.082218910376446,5.223856135082514,3
474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1.0,3.0,1700.0,176.013005,147.199792,0.0,8.0,Medium,0.27908655823529416,Low,1.1876737654260674,0.23081429814189502,4.0,4.707185111394821,6.92230841846234,3
3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7.0,0.0,4200.0,0.0,864.2065423050828,0.0,12.0,High,0.930978865952381,High,0.0,0.0,7.0,0.0,7.591797737565931,3
229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0.0,87.0,3300.0,2543.953559,175.657825,0.916667,12.0,Low,0.0696567209090909,Low,14.400457828573401,10.354871620794569,87.0,7.77971787700675,0.0,1
863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2.0,3.0,4000.0,587.866451,286.448719,0.083333,12.0,Medium,0.21595245825,Low,2.045117658012593,0.586834215609572,5.0,6.2314652154886145,6.545489246856135,3
4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37.0,9.0,12000.0,8113.297346,1012.415961,0.0,8.0,High,0.4109443214166667,Medium,8.005890629543774,0.18275737037456194,46.0,6.805080043618763,9.051537894261187,4
1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0.0,18.0,2500.0,1399.82834,1322.446601,0.0,12.0,Medium,0.43155542599999996,Medium,1.057714258317854,2.877935835907291,18.0,8.042008161870061,0.0,1
1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3.0,0.0,3500.0,691.825279,581.481917,0.0,12.0,High,0.4473374568571428,Medium,1.1877197537103974,0.0,3.0,0.0,5.775666250117309,3
464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1.0,11.0,3000.0,3110.052742,132.446091,0.2,9.0,Medium,0.15489138533333333,Low,23.30568635390002,4.250225129521683,12.0,7.590963228627309,7.591995663032507,1
6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,1000.0,417.016763,864.2065423050828,0.0,12.0,Low,0.0066605169999999995,Low,0.48198521695060714,40.467242615609365,8.0,5.739792912179234,0.0,1
1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,6000.0,0.0,864.2065423050828,0.0,12.0,Medium,0.2186659973333333,Low,0.0,0.977840005335462,6.0,7.158436173289435,0.0,1
3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5.0,4.0,4000.0,0.0,864.2065423050828,0.0,12.0,High,0.9063045365000001,High,0.0,0.08639027973139483,9.0,5.750252489041052,6.506484476961441,3
2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0.0,42.0,7500.0,5678.729613,1311.514878,0.083333,12.0,High,0.3181774172,Medium,4.326602089001234,2.1855456201244925,42.0,8.55998827810926,0.0,0
3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3.0,0.0,4000.0,764.938728,1600.212243,0.0,11.0,High,0.99278469125,High,0.4777247559429259,0.0,3.0,0.0,5.418654989798585,3
5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4.0,6.0,6000.0,2110.557023,1895.02617,0.0,12.0,High,0.9156506766666667,High,1.1131476223242212,0.04167497694218159,10.0,5.438079308923196,6.878935275721404,4
1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,6500.0,3509.686561,548.105836,0.0,12.0,High,0.2890944666153846,Low,6.391639518105578,0.06010273739603538,2.0,4.736198448394496,0.0,1
1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,338.083661,837.215674,0.0,12.0,High,0.972371063125,High,0.40333731697792136,0.042523296412027296,1.0,4.207673247529104,0.0,3
809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7.0,0.0,4150.0,4372.148648,241.645387,0.090909,11.0,Medium,0.19508023566265062,Low,18.01867615146543,0.0,7.0,0.0,8.248181724327607,3
7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,0.0,864.2065423050828,0.0,12.0,Low,0.0044702225,Low,0.0,103.03769854996517,1.0,6.734591659972948,0.0,1
1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4.0,61.0,1850.0,3688.045998,3266.996777,0.083333,12.0,High,1.0399388135135135,Very High,1.1285341601179921,0.9806498725518563,65.0,7.54361227231452,7.382092859951851,3
1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0.0,11.0,1800.0,777.451648,897.905444,0.0,12.0,High,0.9766999927777779,High,0.8648870169708306,0.2344036036560702,11.0,6.024246305382325,0.0,3
809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1.0,0.0,1500.0,146.074769,179.412493,0.0,8.0,Medium,0.5398983033333333,Medium,0.8096710298216432,0.0,1.0,0.0,6.812811001027565,3
1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6.0,0.0,2500.0,540.022225,352.883804,0.0,12.0,High,0.6305220116,Medium,1.5259873972644424,0.0,6.0,0.0,5.950404365369237,3
3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0.0,8.0,6000.0,6876.836205,1001.607366,0.083333,12.0,High,0.6650872631666667,Medium,6.858952405701755,0.06601489250528614,8.0,5.577841251298354,0.0,3
1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,1700.0,1623.816348,923.505868,0.0,12.0,High,0.9996679329411765,High,1.7564154043855134,0.8019651502379903,4.0,7.21868257559943,0.0,3
5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4.0,11.0,6250.0,1288.214909,2180.881868,0.0,12.0,High,0.8780293958400001,High,0.590414599384718,0.0763571051047138,15.0,6.040492778175336,6.439988164471771,4
2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27.0,33.0,7000.0,28232.69446,1107.030803,0.454545,12.0,High,0.4272031694285714,Medium,25.480062813741107,1.5120801139903028,60.0,8.417211517152742,10.214549880228592,4
656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3.0,0.0,7000.0,910.457985,140.983193,0.25,8.0,Medium,0.09371614428571429,Low,6.412434921082526,0.0,3.0,0.0,7.296650461658413,3
1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0.0,8.0,2250.0,889.017418,622.757696,0.0,10.0,High,0.8039877417777778,High,1.4252608403888936,0.39442589981256504,8.0,6.572142672772806,0.0,3
532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0.0,7.0,6000.0,1305.177304,175.510344,0.0,11.0,Medium,0.0887224195,Low,7.394338906279623,1.4848842044851187,7.0,6.675747556729456,0.0,1
5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0.0,14.0,6000.0,1990.044998,2161.428274,0.0,12.0,High,0.9767389373333334,High,0.9202825462131375,0.0958588011129886,14.0,6.333048695615371,0.0,3
1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,11000.0,2959.920544,623.656993,0.0,12.0,High,0.1570580408181818,Low,4.738473397671544,0.3506285541378699,17.0,6.408709993751677,0.0,1
578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0.0,8.0,1500.0,1438.910569,190.186542,0.0,12.0,Medium,0.3858731193333333,Medium,7.526212640008939,0.5519052399261517,8.0,5.771441123130016,0.0,1
1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,29.278671,8242.687678,0.0,12.0,Medium,1.0047638983333333,Very High,0.003551647289857455,0.0,1.0,0.0,3.6718808174590887,3
6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7.0,7.0,7000.0,1624.583114,2503.40234,0.0,12.0,High,0.9419743777142857,High,0.6486909423667125,0.058934127397930795,14.0,5.965274564017741,8.438784972903889,4
17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0.0,13.0,5000.0,357.802082,121.523416,0.181818,12.0,Low,0.0034715125999999997,Low,2.920275108882044,13.337827030744767,13.0,5.504721593857949,0.0,1
81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5.0,0.0,9500.0,116.569033,164.692136,0.0,12.0,Low,0.008587864315789473,Low,0.7035278548162358,0.0,5.0,0.0,8.001790443916308,3
3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0.0,5.0,12000.0,210.053432,99.533735,0.444444,12.0,Low,0.0003155258333333333,Low,2.0893825540252733,27.798032304635512,5.0,4.898212864681969,0.0,1
42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0.0,12.0,1200.0,725.606194,140.809454,1.0,12.0,Low,0.035387025,Low,5.1167688298129965,9.110898267847984,12.0,5.983936280687191,0.0,1
1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1.0,50.0,9000.0,4921.066897,594.756686,0.0,12.0,High,0.21504027622222222,Low,8.260195836056466,2.5385742780807004,51.0,8.500372513685894,5.686449089071931,0
134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,16500.0,1275.229436,171.357189,1.0,12.0,Low,0.008176800121212122,Low,7.398759769747696,9.180589223724603,22.0,7.129938369201223,0.0,1
7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23.0,23.0,11000.0,4589.873897,1876.262988,0.0,12.0,High,0.6427227623636365,Medium,2.4449818306437523,0.22681250927391247,46.0,7.380741954517848,8.635332438466254,4
8181.251131,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21.0,60.0,13500.0,3021.575846,2074.581541,0.0,12.0,High,0.6060186022962963,Medium,1.4557731345713487,0.27596439706489867,81.0,7.7226819431957,8.566407824343202,4
4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1.0,1.0,4500.0,1073.844885,968.941265,0.0,12.0,High,0.8971790351111112,High,1.107123620521496,0.011143287262283799,2.0,3.828641396489095,4.656225059955752,3
6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14.0,0.0,6500.0,1502.205631,2864.380327,0.0,12.0,High,0.9400408098461538,High,0.524260467919378,0.0,14.0,0.0,7.9077450108774645,4
9381.255094,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1.0,46.0,9000.0,6409.496345,9827.045323,0.0,12.0,High,1.042361677111111,Very High,0.6521638977386713,0.5435867975132674,47.0,8.537205600628221,5.918187144935499,0
1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21.0,17.0,4000.0,3056.424974,910.707525,0.090909,11.0,High,0.4942517725,Medium,3.3524182812903733,0.521757482679195,38.0,6.940261190538396,8.374919519497766,4
1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1.0,1.0,1800.0,440.840439,312.560636,0.0,12.0,Medium,0.7341533777777778,High,1.4059176707372159,0.03451858274820366,2.0,3.8426729272933526,6.207901527566484,3
1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2400.0,0.0,864.2065423050828,0.0,12.0,Medium,0.54488243375,Medium,0.0,0.3099216556030736,2.0,6.007829901194246,0.0,3
2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,2400.0,0.0,864.2065423050828,0.0,12.0,High,0.97061907,High,0.0,0.09154314646730767,3.0,5.367563539284851,0.0,3
1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,151.823651,2906.110765,0.0,12.0,Medium,0.9498190683333333,High,0.05222492820977876,0.0,1.0,0.0,4.800843148105448,3
1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,11.0,6000.0,417.128532,389.138517,0.0,12.0,High,0.269992618,Low,1.0691805956703322,0.45617532690782203,11.0,6.607244604091484,0.0,1
3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6.0,0.0,4000.0,0.0,864.2065423050828,0.0,12.0,High,0.87641782775,High,0.0,0.0,6.0,0.0,7.447159207954665,3
4.708041,0.363636,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,7000.0,217.820198,121.781205,1.0,12.0,Low,0.0006725772857142857,Low,1.7740516392553731,13.840124834422179,3.0,4.382026634673881,0.0,1
0.0,0.0,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1.0,0.0,3000.0,138.021428,864.2065423050828,0.0,7.0,Low,0.0,,0.15952425374903356,0.0,1.0,0.0,4.509198831656053,3
4.875885,0.666667,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0.0,1.0,1500.0,26.487919,60.913577,0.0,9.0,Low,0.0032505900000000003,Low,0.4278208477600964,3.403742585159512,1.0,3.044522437723423,0.0,1
23.394411,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,712.149153,54.79166,0.0,12.0,Low,0.0116972055,Low,12.764437426669147,55.18805106628727,12.0,7.205843024147799,0.0,1
3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.916667,0.916667,0.833333,0.0,0.0,75.0,5700.0,9172.788366,2103.796148,0.083333,12.0,High,0.6210178792982456,Medium,4.3580412168257165,0.7975029584202281,75.0,7.946192844614177,0.0,0
0.62424,0.090909,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0.0,31.0,4500.0,0.0,864.2065423050828,0.0,12.0,Low,0.00013872,Low,0.0,240.08767177264443,31.0,5.9686052529619,0.0,1
862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,2236.890255,214.828158,0.083333,12.0,Medium,0.215518095,Low,10.36421881059653,0.0,1.0,0.0,6.825796358628536,3
